Feature,Importance
TORQUE|6,0.49192209361636136
TORQUE|1,0.38044179535754497
TORQUE|3,0.25331692166042424
TORQUE|2,0.20014857280962167
LOAD|6,0.051103491577259276
LOAD|2,0.012619524866917586
VEL_FFW|6,0.011520864893627126
CMD_SPEED|6,0.008377884324822093
CTRL_DIFF2|3,0.002918350757137178
CONT_DEV|3,0.0026519432624494076
CMD_SPEED|2,0.0025608699387102084
LOAD|1,0.0020455970524521196
VEL_FFW|2,0.0019658520801967283
CTRL_DIFF|3,0.001683210704308913
CMD_SPEED|3,0.001374370886343268
VEL_FFW|3,0.0012969247980791688
LOAD|3,0.0012335026789787706
CMD_SPEED|1,0.0007852747597630105
CTRL_DIFF2|6,0.0006279748401508578
VEL_FFW|1,0.0005879009634081944
CTRL_POS|3,0.0004057283700016678
ENC1_POS|3,0.00037500057308622605
ENC_POS|3,0.0003422409259230319
ENC_POS|1,0.0003023056816056635
ENC_POS|6,0.00028707047811370455
ENC1_POS|2,0.00028660493900642956
DES_POS|3,0.0002671079677708077
ENC1_POS|1,0.00026038149892219085
ENC_POS|2,0.00024250159997968312
ENC1_POS|6,0.00019601072040607015
DES_POS|6,0.00019271660957440596
CTRL_POS|1,0.00018638295180065657
DES_POS|1,0.00017376181028551098
CTRL_POS|6,0.00017236560053280893
CTRL_DIFF2|2,0.00013704910662415415
CTRL_POS|2,0.0001271083801023698
CONT_DEV|2,0.00012453753779718691
CTRL_DIFF2|1,0.00010302011338808592
DES_POS|2,9.917775221589542e-05
CTRL_DIFF|2,9.894654222124544e-05
CONT_DEV|1,9.712957217722362e-05
CTRL_DIFF|1,8.911048026871704e-05
CTRL_DIFF|6,0.0
CONT_DEV|6,0.0
TORQUE_FFW|1,0.0
TORQUE_FFW|2,0.0
TORQUE_FFW|3,0.0
TORQUE_FFW|6,0.0
