Feature,Importance
TORQUE|1,0.15676484805301627
TORQUE|2,0.10993502408590537
LOAD|2,0.08658118838466292
CTRL_POS|2,0.07214373774102176
ENC1_POS|6,0.054802798802436256
CMD_SPEED|1,0.05368792368809304
VEL_FFW|1,0.04837373995023452
DES_POS|6,0.04571232471105968
VEL_FFW|6,0.044531257418947756
CTRL_POS|1,0.041553781553823985
CMD_SPEED|6,0.0380900808732801
ENC_POS|1,0.03781868523416423
ENC_POS|6,0.03744098276759497
TORQUE|6,0.03673842084080607
DES_POS|2,0.03473196905111827
CTRL_DIFF2|6,0.03385910266565116
ENC1_POS|2,0.03126541958539507
ENC_POS|2,0.029862071305052033
DES_POS|1,0.028327100615383044
CTRL_POS|6,0.026857959582815682
CMD_SPEED|2,0.026077390432435725
ENC1_POS|1,0.02101589324411894
ENC_POS|3,0.02036356476755009
VEL_FFW|2,0.0202044273058838
TORQUE|3,0.02006352370540155
DES_POS|3,0.01819267009586234
LOAD|1,0.0179825537585273
ENC1_POS|3,0.015950591927590078
CTRL_POS|3,0.015511811989655538
LOAD|6,0.014045321434493756
LOAD|3,0.00821668353288532
CTRL_DIFF|3,0.006648740506856303
CONT_DEV|3,0.005908280698616491
CONT_DEV|1,0.005246849421116058
CTRL_DIFF2|3,0.004789357229859156
CONT_DEV|2,0.004427614501964201
CTRL_DIFF2|2,0.003628819999525004
CTRL_DIFF|1,0.003328972731118017
CTRL_DIFF|2,0.0029727933894062807
VEL_FFW|3,0.0029266744511510494
CTRL_DIFF2|1,0.0029144763168480357
CMD_SPEED|3,0.0025448611455973877
CONT_DEV|6,0.0
CTRL_DIFF|6,0.0
TORQUE_FFW|1,0.0
TORQUE_FFW|2,0.0
TORQUE_FFW|3,0.0
TORQUE_FFW|6,0.0
