Feature,Importance
TORQUE|1,0.1347003246634836
TORQUE|2,0.10540939704906484
LOAD|2,0.0963839757279927
TORQUE|6,0.07170247898834867
CMD_SPEED|1,0.06072552346387152
ENC_POS|2,0.05180654545691329
CMD_SPEED|2,0.04704771579161457
VEL_FFW|1,0.044911266323533365
DES_POS|2,0.042355128060256375
DES_POS|3,0.04207508930059304
ENC1_POS|6,0.04065243325395521
ENC_POS|6,0.03773311282832051
LOAD|1,0.03664514766173263
DES_POS|1,0.03592613828839569
CTRL_POS|1,0.035044186490628515
VEL_FFW|6,0.031116754771664607
ENC_POS|3,0.03106901242516417
ENC_POS|1,0.030562987479538162
CTRL_POS|2,0.03008116957424954
DES_POS|6,0.029688361510678198
ENC1_POS|1,0.028041708511741543
ENC1_POS|3,0.02744666457133641
ENC1_POS|2,0.027031562002890086
CTRL_POS|6,0.026976491273080393
CTRL_DIFF2|6,0.026796415789959192
CMD_SPEED|6,0.025271946911544288
LOAD|6,0.02159852731338542
VEL_FFW|2,0.020390520179680998
TORQUE|3,0.01913204252291747
CTRL_POS|3,0.01880195438610461
LOAD|3,0.013754864698014818
CTRL_DIFF2|3,0.008957616852265746
CTRL_DIFF|2,0.00850498807519168
CONT_DEV|2,0.00775746802319421
CONT_DEV|3,0.0067604424923022035
CTRL_DIFF2|2,0.006743364509131008
CMD_SPEED|3,0.006406039078869393
CTRL_DIFF|3,0.006163391575502635
CTRL_DIFF|1,0.004757643371524164
VEL_FFW|3,0.004420536312089105
CTRL_DIFF2|1,0.004063287162083319
CONT_DEV|1,0.003963809690426871
TORQUE_FFW|1,0.0
TORQUE_FFW|2,0.0
TORQUE_FFW|3,0.0
TORQUE_FFW|6,0.0
CONT_DEV|6,0.0
CTRL_DIFF|6,0.0
