Feature,Importance
DES_POS|3,0.02454861758491125
LOAD|1,0.023632388715190335
VEL_FFW|6,0.019435761069256652
ENC1_POS|1,0.017886614231927108
CMD_SPEED|6,0.01655670851595037
ENC_POS|3,0.015570831390459837
CTRL_POS|1,0.015061637273604635
CTRL_POS|3,0.015015031913005404
ENC1_POS|3,0.014320354377358426
TORQUE|6,0.011808023566480193
ENC_POS|2,0.01052964824335593
LOAD|3,0.010064149742050015
CTRL_POS|6,0.00955492408471684
DES_POS|2,0.008885728079892016
ENC_POS|1,0.008863462205468586
ENC1_POS|6,0.008046658212892108
ENC1_POS|2,0.007997683235229976
CTRL_POS|2,0.007771504950103244
DES_POS|1,0.007233139610480762
ENC_POS|6,0.0063686586090466865
TORQUE|1,0.006228257688751329
TORQUE|3,0.006090572694457286
DES_POS|6,0.0059153597233462295
TORQUE|2,0.0037157999871307973
LOAD|2,0.0027195142460706015
CMD_SPEED|1,0.0020015165941787284
LOAD|6,0.0015136815359884188
VEL_FFW|1,0.0013492312298939465
VEL_FFW|2,0.0013287749361485914
CTRL_DIFF2|6,0.0011502423026158756
CMD_SPEED|2,0.0010344863342029117
CONT_DEV|1,0.0008009470493028848
CTRL_DIFF2|2,0.0007006040251480775
CTRL_DIFF2|3,0.0005956175590849606
CTRL_DIFF2|1,0.0005257809242018676
CTRL_DIFF|1,0.000513646695683011
CMD_SPEED|3,0.00039646726540379146
CONT_DEV|3,0.0003875502209974511
VEL_FFW|3,0.0003690389987454354
CTRL_DIFF|2,0.0003567615949679581
CTRL_DIFF|3,0.0003079432042123176
CONT_DEV|2,0.0002794266740798244
CONT_DEV|6,0.00011263686168734761
CTRL_DIFF|6,5.331825151232207e-05
TORQUE_FFW|1,0.0
TORQUE_FFW|2,0.0
TORQUE_FFW|3,0.0
TORQUE_FFW|6,0.0
