Feature,Importance
VEL_FFW|2,0.01618816578270305
ENC_POS|3,0.016947366192212415
LOAD|3,0.030544927252438285
TORQUE|1,0.033094433176270394
VEL_FFW|3,0.03127447639089396
LOAD|6,0.020713146799202897
ENC_POS|2,0.014065507831036946
CTRL_DIFF2|1,0.004688621876491602
VEL_FFW|1,0.01048870100921874
CTRL_DIFF2|6,0.00700977965210819
ENC_POS|1,0.0007889554787274223
VEL_FFW|6,0.005204303653042771
ENC_POS|6,0.003674402502660681
LOAD|1,0.0015333106594028778
CTRL_DIFF2|3,0.0004459230376117412
TORQUE|6,0.001414447676620693
LOAD|2,0.00013793874845116584
