Feature,Importance
LOAD|3,0.04642808128097497
CTRL_DIFF2|6,0.019634927646813537
TORQUE|1,0.014088377187101535
TORQUE|3,0.00578924117456778
LOAD|1,0.02391877013820644
TORQUE|2,0.004293106526341467
TORQUE|6,0.0064605569182823305
LOAD|6,0.02089464587718255
LOAD|2,0.002622002333110495
TORQUE_FFW|6,0.0
TORQUE_FFW|1,0.0
