Feature,Importance
VEL_FFW|3,0.1083570436469735
VEL_FFW|1,0.17198606621792856
CONT_DEV|1,0.07452993595463439
CTRL_DIFF|1,0.08821617048872253
CTRL_DIFF2|3,0.05082972254130276
CTRL_DIFF|3,0.04553708641238001
CTRL_DIFF2|1,0.06625663045406278
CONT_DEV|2,0.05589528717725135
CTRL_DIFF|2,0.02211715820680298
CMD_SPEED|1,0.055790381933432436
LOAD|2,0.08305534657107858
TORQUE|2,0.07528682376633093
CONT_DEV|3,0.029107738485470918
TORQUE|1,0.24141935654465357
CTRL_DIFF|6,0.04782321146721445
CONT_DEV|6,0.07823309822645678
VEL_FFW|2,0.005446578571502136
ENC1_POS|2,0.0026932683225871787
TORQUE|3,0.09271644921000792
LOAD|6,0.015777422446359813
VEL_FFW|6,0.006170760234160741
TORQUE|6,0.005134779921827316
CTRL_DIFF2|2,0.038715943221852345
ENC_POS|1,0.0004675420385228888
CMD_SPEED|6,0.0006767905542669028
LOAD|3,0.004056114158786392
DES_POS|3,0.002108341551346768
ENC1_POS|3,6.207681509219198e-05
CTRL_POS|1,0.0001144592675906701
LOAD|1,0.0011027641521874402
CTRL_DIFF2|6,0.0015956515779666058
CTRL_POS|2,0.0004757077791461539
CMD_SPEED|2,0.00014801307210819944
DES_POS|2,0.000158525962774456
ENC1_POS|6,9.02342027855876e-05
ENC_POS|2,0.0004221733209653528
DES_POS|6,0.0003383594299188285
CTRL_POS|3,0.0001940277102745841
DES_POS|1,9.70015720737774e-05
ENC_POS|3,7.450106381638067e-05
CMD_SPEED|3,6.184346490322065e-05
CTRL_POS|6,0.0002379131560104119
ENC_POS|6,7.922271003425726e-05
ENC1_POS|1,9.039273961680335e-05
