Feature,Importance
VEL_FFW|3,0.1060803337026569
LOAD|3,0.05970792558815024
ENC_POS|1,0.02623324719638416
VEL_FFW|6,0.018701728831120926
TORQUE|3,0.007992308385659654
LOAD|1,0.04251706232524019
ENC_POS|3,0.03361974678357109
LOAD|6,0.03161322936649293
ENC_POS|6,0.012037887585250408
VEL_FFW|1,0.005860427559913204
TORQUE|6,0.009291694140385564
VEL_FFW|2,0.010796775265632793
CTRL_DIFF|6,0.002023312002957655
CTRL_DIFF2|6,0.014869699559543948
TORQUE|2,0.003142610440764562
TORQUE|1,0.0010640976110928523
CTRL_DIFF2|1,0.003319272134900384
CTRL_DIFF2|3,0.0007893231097700037
CTRL_DIFF2|2,0.00018658105139574013
LOAD|2,0.0001495695972275485
ENC_POS|2,7.792488876432226e-05
